content,score,at,case_folding,cleaning,tokenization,stopword_removal,stemming,clean_review,sentiment
"berlangganan memang buat HP dan TV tapi kenapa pas nyoba tonton di HP malahan ga bisa di pakai munculnya hanya suaranya saja tapi gambar nya tidak ada??? Dan kalau nonton di TV kadang suka muter²ga jelas padahal sinyal wifi nya aman ga ngeleg, segera di perbaiki dong percuma berlangganan mahal²tapi kualitas nya seperti itu",1,2026-05-15 01:14:12,"berlangganan memang buat hp dan tv tapi kenapa pas nyoba tonton di hp malahan ga bisa di pakai munculnya hanya suaranya saja tapi gambar nya tidak ada??? dan kalau nonton di tv kadang suka muter²ga jelas padahal sinyal wifi nya aman ga ngeleg, segera di perbaiki dong percuma berlangganan mahal²tapi kualitas nya seperti itu",berlangganan memang buat hp dan tv tapi kenapa pas nyoba tonton di hp malahan ga bisa di pakai munculnya hanya suaranya saja tapi gambar nya tidak ada dan kalau nonton di tv kadang suka muterga jelas padahal sinyal wifi nya aman ga ngeleg segera di perbaiki dong percuma berlangganan mahaltapi kualitas nya seperti itu,"['berlangganan', 'memang', 'buat', 'hp', 'dan', 'tv', 'tapi', 'kenapa', 'pas', 'nyoba', 'tonton', 'di', 'hp', 'malahan', 'ga', 'bisa', 'di', 'pakai', 'munculnya', 'hanya', 'suaranya', 'saja', 'tapi', 'gambar', 'nya', 'tidak', 'ada', 'dan', 'kalau', 'nonton', 'di', 'tv', 'kadang', 'suka', 'muterga', 'jelas', 'padahal', 'sinyal', 'wifi', 'nya', 'aman', 'ga', 'ngeleg', 'segera', 'di', 'perbaiki', 'dong', 'percuma', 'berlangganan', 'mahaltapi', 'kualitas', 'nya', 'seperti', 'itu']","['berlangganan', 'hp', 'tv', 'pas', 'nyoba', 'tonton', 'hp', 'ga', 'pakai', 'munculnya', 'suaranya', 'gambar', 'nya', 'nonton', 'tv', 'kadang', 'suka', 'muterga', 'sinyal', 'wifi', 'nya', 'aman', 'ga', 'ngeleg', 'perbaiki', 'berlangganan', 'mahaltapi', 'kualitas', 'nya']","['langgan', 'hp', 'tv', 'pas', 'nyoba', 'tonton', 'hp', 'ga', 'pakai', 'muncul', 'suara', 'gambar', 'nya', 'nonton', 'tv', 'kadang', 'suka', 'muterga', 'sinyal', 'wifi', 'nya', 'aman', 'ga', 'ngeleg', 'baik', 'langgan', 'mahaltapi', 'kualitas', 'nya']",langgan hp tv pas nyoba tonton hp ga pakai muncul suara gambar nya nonton tv kadang suka muterga sinyal wifi nya aman ga ngeleg baik langgan mahaltapi kualitas nya,Netral
"anime update lah,gw langganan cuma mau nnton anime,anime di Netflix itu itu mulu update nya lama,dikit banget lagi anime di Netflix,gw langganan cuma buat nonton anime",5,2026-05-15 01:07:54,"anime update lah,gw langganan cuma mau nnton anime,anime di netflix itu itu mulu update nya lama,dikit banget lagi anime di netflix,gw langganan cuma buat nonton anime",anime update lahgw langganan cuma mau nnton animeanime di netflix itu itu mulu update nya lamadikit banget lagi anime di netflixgw langganan cuma buat nonton anime,"['anime', 'update', 'lahgw', 'langganan', 'cuma', 'mau', 'nnton', 'animeanime', 'di', 'netflix', 'itu', 'itu', 'mulu', 'update', 'nya', 'lamadikit', 'banget', 'lagi', 'anime', 'di', 'netflixgw', 'langganan', 'cuma', 'buat', 'nonton', 'anime']","['anime', 'update', 'lahgw', 'langganan', 'nnton', 'animeanime', 'netflix', 'mulu', 'update', 'nya', 'lamadikit', 'banget', 'anime', 'netflixgw', 'langganan', 'nonton', 'anime']","['anime', 'update', 'lahgw', 'langgan', 'nnton', 'animeanime', 'netflix', 'mulu', 'update', 'nya', 'lamadikit', 'banget', 'anime', 'netflixgw', 'langgan', 'nonton', 'anime']",anime update lahgw langgan nnton animeanime netflix mulu update nya lamadikit banget anime netflixgw langgan nonton anime,Netral
"haduh tolong dong, diperbaiki lagi masa udah berlangganan tapi setiap film nya tidak bisa diputar, padahal jaringan baik-baik aja buka yang lain aman. Tapi giliran mau play film di netflix malah ga bisa. kecewa!",1,2026-05-15 00:36:02,"haduh tolong dong, diperbaiki lagi masa udah berlangganan tapi setiap film nya tidak bisa diputar, padahal jaringan baik-baik aja buka yang lain aman. tapi giliran mau play film di netflix malah ga bisa. kecewa!",haduh tolong dong diperbaiki lagi masa udah berlangganan tapi setiap film nya tidak bisa diputar padahal jaringan baikbaik aja buka yang lain aman tapi giliran mau play film di netflix malah ga bisa kecewa,"['haduh', 'tolong', 'dong', 'diperbaiki', 'lagi', 'masa', 'udah', 'berlangganan', 'tapi', 'setiap', 'film', 'nya', 'tidak', 'bisa', 'diputar', 'padahal', 'jaringan', 'baikbaik', 'aja', 'buka', 'yang', 'lain', 'aman', 'tapi', 'giliran', 'mau', 'play', 'film', 'di', 'netflix', 'malah', 'ga', 'bisa', 'kecewa']","['haduh', 'tolong', 'diperbaiki', 'udah', 'berlangganan', 'film', 'nya', 'diputar', 'jaringan', 'baikbaik', 'aja', 'buka', 'aman', 'giliran', 'play', 'film', 'netflix', 'ga', 'kecewa']","['haduh', 'tolong', 'baik', 'udah', 'langgan', 'film', 'nya', 'putar', 'jaring', 'baikbaik', 'aja', 'buka', 'aman', 'gilir', 'play', 'film', 'netflix', 'ga', 'kecewa']",haduh tolong baik udah langgan film nya putar jaring baikbaik aja buka aman gilir play film netflix ga kecewa,Netral
wah apk kagak jelas Jing gw g bisa login akun pdhl masih lngganan ngntt,1,2026-05-14 23:51:12,wah apk kagak jelas jing gw g bisa login akun pdhl masih lngganan ngntt,wah apk kagak jelas jing gw g bisa login akun pdhl masih lngganan ngntt,"['wah', 'apk', 'kagak', 'jelas', 'jing', 'gw', 'g', 'bisa', 'login', 'akun', 'pdhl', 'masih', 'lngganan', 'ngntt']","['apk', 'kagak', 'jing', 'gw', 'g', 'login', 'akun', 'pdhl', 'lngganan', 'ngntt']","['apk', 'kagak', 'jing', 'gw', 'g', 'login', 'akun', 'pdhl', 'lngganan', 'ngntt']",apk kagak jing gw g login akun pdhl lngganan ngntt,Netral
ga jelas jaringan lancar tapi muter terus,1,2026-05-14 23:38:23,ga jelas jaringan lancar tapi muter terus,ga jelas jaringan lancar tapi muter terus,"['ga', 'jelas', 'jaringan', 'lancar', 'tapi', 'muter', 'terus']","['ga', 'jaringan', 'lancar', 'muter']","['ga', 'jaring', 'lancar', 'muter']",ga jaring lancar muter,Netral
"kenapa sih malah jadi gini, jadi gak bisa nonton malah eror terus",1,2026-05-14 22:44:35,"kenapa sih malah jadi gini, jadi gak bisa nonton malah eror terus",kenapa sih malah jadi gini jadi gak bisa nonton malah eror terus,"['kenapa', 'sih', 'malah', 'jadi', 'gini', 'jadi', 'gak', 'bisa', 'nonton', 'malah', 'eror', 'terus']","['sih', 'gini', 'gak', 'nonton', 'eror']","['sih', 'gin', 'gak', 'nonton', 'eror']",sih gin gak nonton eror,Netral
Semakin mudah buat nonton film,5,2026-05-14 22:11:54,semakin mudah buat nonton film,semakin mudah buat nonton film,"['semakin', 'mudah', 'buat', 'nonton', 'film']","['mudah', 'nonton', 'film']","['mudah', 'nonton', 'film']",mudah nonton film,Netral
"saya sudah bayar langganan, tapi gak bisa digunakan keterangan keanggotaan dijeda disuruh bayar lagi 🤬",1,2026-05-14 21:14:37,"saya sudah bayar langganan, tapi gak bisa digunakan keterangan keanggotaan dijeda disuruh bayar lagi 🤬",saya sudah bayar langganan tapi gak bisa digunakan keterangan keanggotaan dijeda disuruh bayar lagi,"['saya', 'sudah', 'bayar', 'langganan', 'tapi', 'gak', 'bisa', 'digunakan', 'keterangan', 'keanggotaan', 'dijeda', 'disuruh', 'bayar', 'lagi']","['bayar', 'langganan', 'gak', 'keterangan', 'keanggotaan', 'dijeda', 'disuruh', 'bayar']","['bayar', 'langgan', 'gak', 'terang', 'anggota', 'jeda', 'suruh', 'bayar']",bayar langgan gak terang anggota jeda suruh bayar,Netral
bagus,5,2026-05-14 20:23:44,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,Netral
"pengen liat interstellar, malah adanya di server luar film jg gitu gitu doang kebanyakan drakor",1,2026-05-14 20:20:24,"pengen liat interstellar, malah adanya di server luar film jg gitu gitu doang kebanyakan drakor",pengen liat interstellar malah adanya di server luar film jg gitu gitu doang kebanyakan drakor,"['pengen', 'liat', 'interstellar', 'malah', 'adanya', 'di', 'server', 'luar', 'film', 'jg', 'gitu', 'gitu', 'doang', 'kebanyakan', 'drakor']","['pengen', 'liat', 'interstellar', 'server', 'film', 'jg', 'gitu', 'gitu', 'doang', 'kebanyakan', 'drakor']","['ken', 'liat', 'interstellar', 'server', 'film', 'jg', 'gitu', 'gitu', 'doang', 'banyak', 'drakor']",ken liat interstellar server film jg gitu gitu doang banyak drakor,Netral
pendaftaran susah bgt anji,1,2026-05-14 20:14:00,pendaftaran susah bgt anji,pendaftaran susah bgt anji,"['pendaftaran', 'susah', 'bgt', 'anji']","['pendaftaran', 'susah', 'bgt', 'anji']","['daftar', 'susah', 'bgt', 'anji']",daftar susah bgt anji,Netral
mau login akun aja ribet banget harus berlangganan dulu tolol banget,1,2026-05-14 20:10:07,mau login akun aja ribet banget harus berlangganan dulu tolol banget,mau login akun aja ribet banget harus berlangganan dulu tolol banget,"['mau', 'login', 'akun', 'aja', 'ribet', 'banget', 'harus', 'berlangganan', 'dulu', 'tolol', 'banget']","['login', 'akun', 'aja', 'ribet', 'banget', 'berlangganan', 'tolol', 'banget']","['login', 'akun', 'aja', 'ribet', 'banget', 'langgan', 'tolol', 'banget']",login akun aja ribet banget langgan tolol banget,Netral
"oiii gwe udah bayar buat berlangganan masa film yg gwe cari gk ada, gk lengkap bgt",1,2026-05-14 20:06:38,"oiii gwe udah bayar buat berlangganan masa film yg gwe cari gk ada, gk lengkap bgt",oiii gwe udah bayar buat berlangganan masa film yg gwe cari gk ada gk lengkap bgt,"['oiii', 'gwe', 'udah', 'bayar', 'buat', 'berlangganan', 'masa', 'film', 'yg', 'gwe', 'cari', 'gk', 'ada', 'gk', 'lengkap', 'bgt']","['oiii', 'gwe', 'udah', 'bayar', 'berlangganan', 'film', 'yg', 'gwe', 'cari', 'gk', 'gk', 'lengkap', 'bgt']","['oiii', 'gwe', 'udah', 'bayar', 'langgan', 'film', 'yg', 'gwe', 'cari', 'gk', 'gk', 'lengkap', 'bgt']",oiii gwe udah bayar langgan film yg gwe cari gk gk lengkap bgt,Netral
"Saya pikir saya doang yang gabisa. Saya dari kemarin coba di huawei madpad 12x gabisa, saya coba di hp bisaaa... :(",1,2026-05-14 20:03:10,"saya pikir saya doang yang gabisa. saya dari kemarin coba di huawei madpad 12x gabisa, saya coba di hp bisaaa... :(",saya pikir saya doang yang gabisa saya dari kemarin coba di huawei madpad x gabisa saya coba di hp bisaaa,"['saya', 'pikir', 'saya', 'doang', 'yang', 'gabisa', 'saya', 'dari', 'kemarin', 'coba', 'di', 'huawei', 'madpad', 'x', 'gabisa', 'saya', 'coba', 'di', 'hp', 'bisaaa']","['pikir', 'doang', 'gabisa', 'kemarin', 'coba', 'huawei', 'madpad', 'x', 'gabisa', 'coba', 'hp', 'bisaaa']","['pikir', 'doang', 'gabisa', 'kemarin', 'coba', 'huawei', 'madpad', 'x', 'gabisa', 'coba', 'hp', 'bisaaa']",pikir doang gabisa kemarin coba huawei madpad x gabisa coba hp bisaaa,Netral
PELAYANANNYA KEREN SEKALIII FAST RESPON SANGAT MEMBANTU,5,2026-05-14 20:00:29,pelayanannya keren sekaliii fast respon sangat membantu,pelayanannya keren sekaliii fast respon sangat membantu,"['pelayanannya', 'keren', 'sekaliii', 'fast', 'respon', 'sangat', 'membantu']","['pelayanannya', 'keren', 'sekaliii', 'fast', 'respon', 'membantu']","['layan', 'keren', 'sekaliii', 'fast', 'respon', 'bantu']",layan keren sekaliii fast respon bantu,Positif
Film yang di inginkan banyak tidak tersedia sangat tidak memuaskan dengan harga yang di tawarkan,2,2026-05-14 18:41:48,film yang di inginkan banyak tidak tersedia sangat tidak memuaskan dengan harga yang di tawarkan,film yang di inginkan banyak tidak tersedia sangat tidak memuaskan dengan harga yang di tawarkan,"['film', 'yang', 'di', 'inginkan', 'banyak', 'tidak', 'tersedia', 'sangat', 'tidak', 'memuaskan', 'dengan', 'harga', 'yang', 'di', 'tawarkan']","['film', 'tersedia', 'memuaskan', 'harga', 'tawarkan']","['film', 'sedia', 'muas', 'harga', 'tawar']",film sedia muas harga tawar,Netral
"bagus dan berkualitas, btw ini cara aku langganan, aku beli langganan lewat play store, setelah beli, langsung aku berhentikan langgananya, cara ini kupakai biar ngak kepotong otomatis uang langganan bulan depannya, jadi kalau mau langganan lagi, tinggal aktifkan lagi langganannya terus berentiin lagi.",5,2026-05-14 18:22:07,"bagus dan berkualitas, btw ini cara aku langganan, aku beli langganan lewat play store, setelah beli, langsung aku berhentikan langgananya, cara ini kupakai biar ngak kepotong otomatis uang langganan bulan depannya, jadi kalau mau langganan lagi, tinggal aktifkan lagi langganannya terus berentiin lagi.",bagus dan berkualitas btw ini cara aku langganan aku beli langganan lewat play store setelah beli langsung aku berhentikan langgananya cara ini kupakai biar ngak kepotong otomatis uang langganan bulan depannya jadi kalau mau langganan lagi tinggal aktifkan lagi langganannya terus berentiin lagi,"['bagus', 'dan', 'berkualitas', 'btw', 'ini', 'cara', 'aku', 'langganan', 'aku', 'beli', 'langganan', 'lewat', 'play', 'store', 'setelah', 'beli', 'langsung', 'aku', 'berhentikan', 'langgananya', 'cara', 'ini', 'kupakai', 'biar', 'ngak', 'kepotong', 'otomatis', 'uang', 'langganan', 'bulan', 'depannya', 'jadi', 'kalau', 'mau', 'langganan', 'lagi', 'tinggal', 'aktifkan', 'lagi', 'langganannya', 'terus', 'berentiin', 'lagi']","['bagus', 'berkualitas', 'btw', 'langganan', 'beli', 'langganan', 'play', 'store', 'beli', 'langsung', 'berhentikan', 'langgananya', 'kupakai', 'biar', 'ngak', 'kepotong', 'otomatis', 'uang', 'langganan', 'depannya', 'langganan', 'tinggal', 'aktifkan', 'langganannya', 'berentiin']","['bagus', 'kualitas', 'btw', 'langgan', 'beli', 'langgan', 'play', 'store', 'beli', 'langsung', 'henti', 'langgananya', 'pakai', 'biar', 'ngak', 'potong', 'otomatis', 'uang', 'langgan', 'depan', 'langgan', 'tinggal', 'aktif', 'langgan', 'berentiin']",bagus kualitas btw langgan beli langgan play store beli langsung henti langgananya pakai biar ngak potong otomatis uang langgan depan langgan tinggal aktif langgan berentiin,Netral
"Sampah banget, loading aj terus sampe langganan habis. Padahal sinyal lancar, langganan resmi pribadi. Hadehh",1,2026-05-14 17:54:27,"sampah banget, loading aj terus sampe langganan habis. padahal sinyal lancar, langganan resmi pribadi. hadehh",sampah banget loading aj terus sampe langganan habis padahal sinyal lancar langganan resmi pribadi hadehh,"['sampah', 'banget', 'loading', 'aj', 'terus', 'sampe', 'langganan', 'habis', 'padahal', 'sinyal', 'lancar', 'langganan', 'resmi', 'pribadi', 'hadehh']","['sampah', 'banget', 'loading', 'aj', 'sampe', 'langganan', 'habis', 'sinyal', 'lancar', 'langganan', 'resmi', 'pribadi', 'hadehh']","['sampah', 'banget', 'loading', 'aj', 'sampe', 'langgan', 'habis', 'sinyal', 'lancar', 'langgan', 'resmi', 'pribadi', 'hadehh']",sampah banget loading aj sampe langgan habis sinyal lancar langgan resmi pribadi hadehh,Netral
gabisa download lg kenapa ini padahal sebelum nya gapapa,1,2026-05-14 17:53:36,gabisa download lg kenapa ini padahal sebelum nya gapapa,gabisa download lg kenapa ini padahal sebelum nya gapapa,"['gabisa', 'download', 'lg', 'kenapa', 'ini', 'padahal', 'sebelum', 'nya', 'gapapa']","['gabisa', 'download', 'lg', 'nya', 'gapapa']","['gabisa', 'download', 'lg', 'nya', 'gapapa']",gabisa download lg nya gapapa,Netral
"ada beberapa film yang ga bisa diputar bahkan udah dicoba di semua perangkat di rumah masih sama, dan udah coba berlangganan ulang dari kemarin pake akun lain tetap masih ga bisa di putar, tolong di perbaiki biar bisa dikasi bintang 5 tolong ya biar ga sia sia beli google tv🗿",3,2026-05-14 17:39:07,"ada beberapa film yang ga bisa diputar bahkan udah dicoba di semua perangkat di rumah masih sama, dan udah coba berlangganan ulang dari kemarin pake akun lain tetap masih ga bisa di putar, tolong di perbaiki biar bisa dikasi bintang 5 tolong ya biar ga sia sia beli google tv🗿",ada beberapa film yang ga bisa diputar bahkan udah dicoba di semua perangkat di rumah masih sama dan udah coba berlangganan ulang dari kemarin pake akun lain tetap masih ga bisa di putar tolong di perbaiki biar bisa dikasi bintang tolong ya biar ga sia sia beli google tv,"['ada', 'beberapa', 'film', 'yang', 'ga', 'bisa', 'diputar', 'bahkan', 'udah', 'dicoba', 'di', 'semua', 'perangkat', 'di', 'rumah', 'masih', 'sama', 'dan', 'udah', 'coba', 'berlangganan', 'ulang', 'dari', 'kemarin', 'pake', 'akun', 'lain', 'tetap', 'masih', 'ga', 'bisa', 'di', 'putar', 'tolong', 'di', 'perbaiki', 'biar', 'bisa', 'dikasi', 'bintang', 'tolong', 'ya', 'biar', 'ga', 'sia', 'sia', 'beli', 'google', 'tv']","['film', 'ga', 'diputar', 'udah', 'dicoba', 'perangkat', 'rumah', 'udah', 'coba', 'berlangganan', 'ulang', 'kemarin', 'pake', 'akun', 'ga', 'putar', 'tolong', 'perbaiki', 'biar', 'dikasi', 'bintang', 'tolong', 'ya', 'biar', 'ga', 'sia', 'sia', 'beli', 'google', 'tv']","['film', 'ga', 'putar', 'udah', 'coba', 'perangkat', 'rumah', 'udah', 'coba', 'langgan', 'ulang', 'kemarin', 'pake', 'akun', 'ga', 'putar', 'tolong', 'baik', 'biar', 'kasi', 'bintang', 'tolong', 'ya', 'biar', 'ga', 'sia', 'sia', 'beli', 'google', 'tv']",film ga putar udah coba perangkat rumah udah coba langgan ulang kemarin pake akun ga putar tolong baik biar kasi bintang tolong ya biar ga sia sia beli google tv,Netral
"Netflix aplikasi nonton yang bagus banget,film film terbaru selalu ada di Netflix",5,2026-05-14 16:12:00,"netflix aplikasi nonton yang bagus banget,film film terbaru selalu ada di netflix",netflix aplikasi nonton yang bagus bangetfilm film terbaru selalu ada di netflix,"['netflix', 'aplikasi', 'nonton', 'yang', 'bagus', 'bangetfilm', 'film', 'terbaru', 'selalu', 'ada', 'di', 'netflix']","['netflix', 'aplikasi', 'nonton', 'bagus', 'bangetfilm', 'film', 'terbaru', 'netflix']","['netflix', 'aplikasi', 'nonton', 'bagus', 'bangetfilm', 'film', 'baru', 'netflix']",netflix aplikasi nonton bagus bangetfilm film baru netflix,Netral
"nonton, visual nge-freeze, cuma keluar suara doang, makin busuk!",1,2026-05-14 14:14:53,"nonton, visual nge-freeze, cuma keluar suara doang, makin busuk!",nonton visual ngefreeze cuma keluar suara doang makin busuk,"['nonton', 'visual', 'ngefreeze', 'cuma', 'keluar', 'suara', 'doang', 'makin', 'busuk']","['nonton', 'visual', 'ngefreeze', 'suara', 'doang', 'busuk']","['nonton', 'visual', 'ngefreeze', 'suara', 'doang', 'busuk']",nonton visual ngefreeze suara doang busuk,Netral
film nya sedikit,1,2026-05-14 13:56:48,film nya sedikit,film nya sedikit,"['film', 'nya', 'sedikit']","['film', 'nya']","['film', 'nya']",film nya,Netral
Oke,5,2026-05-14 10:59:41,oke,oke,['oke'],['oke'],['oke'],oke,Netral
"jujur kecewa, sekelas apk legal berbayar kadang di tengah film suka nge freeze.....ditambah makin kesini film yg bagus udah pada ilang/habis kontrak,terus filmnya juga ga lengkap......sekelas Conjuring/Danur/pengabdi setan aja tuh ga lengkap,,, jangan kan itu, film dilan aja ga semuanya ada....jujur kecewa sihh",2,2026-05-14 07:15:57,"jujur kecewa, sekelas apk legal berbayar kadang di tengah film suka nge freeze.....ditambah makin kesini film yg bagus udah pada ilang/habis kontrak,terus filmnya juga ga lengkap......sekelas conjuring/danur/pengabdi setan aja tuh ga lengkap,,, jangan kan itu, film dilan aja ga semuanya ada....jujur kecewa sihh",jujur kecewa sekelas apk legal berbayar kadang di tengah film suka nge freezeditambah makin kesini film yg bagus udah pada ilanghabis kontrakterus filmnya juga ga lengkapsekelas conjuringdanurpengabdi setan aja tuh ga lengkap jangan kan itu film dilan aja ga semuanya adajujur kecewa sihh,"['jujur', 'kecewa', 'sekelas', 'apk', 'legal', 'berbayar', 'kadang', 'di', 'tengah', 'film', 'suka', 'nge', 'freezeditambah', 'makin', 'kesini', 'film', 'yg', 'bagus', 'udah', 'pada', 'ilanghabis', 'kontrakterus', 'filmnya', 'juga', 'ga', 'lengkapsekelas', 'conjuringdanurpengabdi', 'setan', 'aja', 'tuh', 'ga', 'lengkap', 'jangan', 'kan', 'itu', 'film', 'dilan', 'aja', 'ga', 'semuanya', 'adajujur', 'kecewa', 'sihh']","['jujur', 'kecewa', 'sekelas', 'apk', 'legal', 'berbayar', 'kadang', 'film', 'suka', 'nge', 'freezeditambah', 'kesini', 'film', 'yg', 'bagus', 'udah', 'ilanghabis', 'kontrakterus', 'filmnya', 'ga', 'lengkapsekelas', 'conjuringdanurpengabdi', 'setan', 'aja', 'tuh', 'ga', 'lengkap', 'film', 'dilan', 'aja', 'ga', 'adajujur', 'kecewa', 'sihh']","['jujur', 'kecewa', 'kelas', 'apk', 'legal', 'bayar', 'kadang', 'film', 'suka', 'nge', 'freezeditambah', 'kesini', 'film', 'yg', 'bagus', 'udah', 'ilanghabis', 'kontrakterus', 'film', 'ga', 'lengkapsekelas', 'conjuringdanurpengabdi', 'setan', 'aja', 'tuh', 'ga', 'lengkap', 'film', 'dil', 'aja', 'ga', 'adajujur', 'kecewa', 'sihh']",jujur kecewa kelas apk legal bayar kadang film suka nge freezeditambah kesini film yg bagus udah ilanghabis kontrakterus film ga lengkapsekelas conjuringdanurpengabdi setan aja tuh ga lengkap film dil aja ga adajujur kecewa sihh,Positif
gabisa masuk mulu gajelas,2,2026-05-14 05:55:32,gabisa masuk mulu gajelas,gabisa masuk mulu gajelas,"['gabisa', 'masuk', 'mulu', 'gajelas']","['gabisa', 'masuk', 'mulu', 'gajelas']","['gabisa', 'masuk', 'mulu', 'gajelas']",gabisa masuk mulu gajelas,Netral
ngak ngerti lagi padahal ni akun cuma gue yang pake tiap bulan juga di bayar tapi selalu aja susah masuk akun sendiri heran heh ini gue yang punya akun asli ya yang bayar tiap bulan sendirian ngapa susah banget mau nonton doang pake segala akun gue di pake orang lain,1,2026-05-13 22:43:52,ngak ngerti lagi padahal ni akun cuma gue yang pake tiap bulan juga di bayar tapi selalu aja susah masuk akun sendiri heran heh ini gue yang punya akun asli ya yang bayar tiap bulan sendirian ngapa susah banget mau nonton doang pake segala akun gue di pake orang lain,ngak ngerti lagi padahal ni akun cuma gue yang pake tiap bulan juga di bayar tapi selalu aja susah masuk akun sendiri heran heh ini gue yang punya akun asli ya yang bayar tiap bulan sendirian ngapa susah banget mau nonton doang pake segala akun gue di pake orang lain,"['ngak', 'ngerti', 'lagi', 'padahal', 'ni', 'akun', 'cuma', 'gue', 'yang', 'pake', 'tiap', 'bulan', 'juga', 'di', 'bayar', 'tapi', 'selalu', 'aja', 'susah', 'masuk', 'akun', 'sendiri', 'heran', 'heh', 'ini', 'gue', 'yang', 'punya', 'akun', 'asli', 'ya', 'yang', 'bayar', 'tiap', 'bulan', 'sendirian', 'ngapa', 'susah', 'banget', 'mau', 'nonton', 'doang', 'pake', 'segala', 'akun', 'gue', 'di', 'pake', 'orang', 'lain']","['ngak', 'ngerti', 'ni', 'akun', 'gue', 'pake', 'bayar', 'aja', 'susah', 'masuk', 'akun', 'heran', 'heh', 'gue', 'akun', 'asli', 'ya', 'bayar', 'ngapa', 'susah', 'banget', 'nonton', 'doang', 'pake', 'akun', 'gue', 'pake', 'orang']","['ngak', 'ngerti', 'ni', 'akun', 'gue', 'pake', 'bayar', 'aja', 'susah', 'masuk', 'akun', 'heran', 'heh', 'gue', 'akun', 'asli', 'ya', 'bayar', 'ngapa', 'susah', 'banget', 'nonton', 'doang', 'pake', 'akun', 'gue', 'pake', 'orang']",ngak ngerti ni akun gue pake bayar aja susah masuk akun heran heh gue akun asli ya bayar ngapa susah banget nonton doang pake akun gue pake orang,Netral
